id,text,label
1118,Walaupun porsinya besar tapi secara rasa biasa saja Harga tidak sesuai dengan porsi sih Penyajiannya juga tidak begitu rapi ya begitu saja,negative
1119,haram mendoakan pemimpin zolim,negative
1120,buktinya apa,negative
1121,bilang saja enggak mampu atasi pangan nasionalpake curhat lagi,negative
1122,Kerja dari pagi sampai pagi lagi itu cuma bakal menyiksa diri sendiri Jadi tidak usah berlebihan kalau soal kerjaan,neutral
1123,bicara paling hebat giliran praktek preeeeeet ingat pakthn anda memimpin impor impor dan import,positive
1124,kedaulatan pangan dngn cara impor itu yang anda lakukan,neutral
1125,Menyesal tadi ke toko itu Malah beli hal hal yang tidak akan terpakai Cuma karena lapar mata jadi beli,negative
1126,enggak akan menang pdip kecuali curang,negative
1127,Kami datang makan ke restoran itu mengajak keluarga kakak saya Mereka semua sangat menyukai kualitas masakan di sini Kami pesan udang goreng telor asin dan rasanya sangat enak dan melebihi kualitas resto di hotel bintang lima Sangat direkomendasikan,positive
1128,kapok memilih karpet merah,negative
1129,pidatonya masih bacaberarti sudah di siapkanbukan hasil unek beban yang dipikirkan pemimpinmenurut pandangan kami,negative
1130,sampeyan kapan ke pulau rempang cuuk kok sibuk berpolitik tapi,negative
1131,Pertama kali ke tempat ini reservasi dan dapat nomor Minta tempat di lantai bawah sehingga tidak perlu naik tangga karena ada yang lututnya sedang sakit Menunggu hampir menit tanpa kepastian Saya batalkan Tadinya tidak mau beri rating karena memang mungkin ramai dan permintaan saya khusus jadi sulit Eh mbaknya malah ketus,negative
1132,Mohon perhatiannya admin Jaringan di cileungsi bogor sangat buruk kualitasnya Padahal bayarnya mahal,negative
1133,urus dulu rempang,negative
1134,jos ganjar,positive
1135,Restoran The Valley ini pemandangan ke kota nya nomor Menikmati suasana malam hari dengan lampu kedap kedip indah sekali,positive
1136,ini baru pemimpin menurut saya di akhir masa jabatan bukan stagnan memikirkan rakyattetapi tetap konsisten agar ke depan rakyat terus bisa makanyang bisa menurut saya ya pak ganjar pranowosehat selalu para pemimpinku,positive
1137,Kopi starbucks kenapa bisa enak banget sih,positive
1138,pengumuman ini saya allah bayu nanti ada usaha kosanpintu di dkat kmpus b uin jakabaring palembang di tempat tempat yang strategis,neutral
1139,Mau marah sama indosat sudah dua hari sinyal begini banget,negative
1140,habis rakernas pdip besok jkw jalan jalan lagi sama prabowo intinya jkw main aman,neutral
1141,dampak memang terasa harga beras mulai naikkemarau panjang membuat banyak tanaman yang keringcontoh kecil dekat rumah ku pohon singkong daunnya sudah mulai kuningbuah rambutan biasanya bagus ini sudah sebagian hitam dan keringsemoga hujan segera turun amin,positive
1142,Sebagai netijen yang baru april lalu piknik ke toba hanya mau bilang bahwa benar banyak hal yang mengecewakan dari sistem pariwisata di sana Parapat nya kotor susah cari akomodasi yang benar benar bagus agen transportasi tidak profesional pokoknya tidak direkomendasikan pergi ke parapat,negative
1143,Sulit sekali mempercayai orang yang sudah pernah berkhianat,negative
1144,Awalnya ragu dengan kecepatan pelayanan di sini tapi lumayan lah tepat waktu kok aku lupa pesan jus apa sepertinya jus campuran begitu oke sih Dan makanannya juga ok Ohya ini mereka kasi gratis es krim Bisa dicoba tanya dengan pelayannya Suka,positive
1145,kok ganjar enggak di sebut,negative
1146,Kopi yang paling enak di sini adalah kopi alpukat dan kopi pisang Kopi bercampur alpukat tidak membuat rasa kopi ini memudar sangat cocok di lidah saya sebagai pecinta kopi campuran Jenis makanan yang disajikan pun lumayan enak favorit saya adalah kentang gorengnya untuk harga terjangkau,positive
1147,nan,positive
1148,Katanya di sana akan dibangun transmart di sebelah bangunan itu,neutral
1149,terkadang jadi pertanyaan gwkok bisa masih merasa pada ya nih partaipdhl secara fakta selalu jadi bahan bully an di hampir semua media sosial mereka nih tau fakta itu apa memang tutup mata sih serius bertanya,negative
1150,mantap sudah jelaskok masih diragukanganjar,negative
1151,Pengalaman pertama cukup mengesankan karena cukup kaget ternyata setelah selesai memesan makanan salah satu staf memberikan daun pisang ke meja saya bukan piring atau sendok jadi jika makan di sini bersiaplah untuk makan menggunakan tangan karena kita akan merasakan sensasi yang unik ditambah alas makannya daun pisang,positive
1152,jangan mimpi kedaoltan pangan petani menjerit beli pupuk saja ribet ini retorika mimpi enggak tidur,negative
1153,Harganya sangat terjangkau dan menu makanannya cukup kekinian Tempat makannya didekor dengan baik dan unik,positive
1154,salam pancasila berjiwa suka dendam dan membenci sesamapancasila model apa,negative
1155,Menurut kami tempat ini biasa saja tidak ada atraksi atau pemandangan yang menarik dengan harga tiket orang kalau pemandangan gunung ya memang sudah seharusnya karena berada di daerah tinggi Untuk wisata kuliner juga tidak terlalu banyak pilihan seperti tempat yang satu lagi,negative
1156,buat apa pidato di depan partai pdip,negative
1157,untuk ketahanan panganganjar nomorprabowo gagal program food estatejadinya lingkungan rusak anies pendekatan perkotaanjadi kurang paham masalah petani ganjarsangat berpihak pada masyarakat pedesaanpada petani ganjar semoga terpilihmari dukung ganjar demi ketahanan pangan,positive
1158,Samsung galaxy s sudah diluncurkan semalam Saya kecewa desainnya standar banget Harapan saya cuma terwujud Percuma terbawa sampai mimpi,negative
1159,insya allah anies amin ya rabbal alamin,positive
1160,Pagi sudah marah marah karena pelayanan di bank cabang sanur yang tidak professional dan mengecewakan Tidak salah banyak penilaian customer jelek,negative
1161,saya siyab membantu kedaulatan pangan,positive
1162,penguasa saja yang baru merdekasaudara kami di rempang masih kalian jajah wahai rezim,negative
1163,Tidak menyesal juga makan di solaria tempatnya bersih dan cocok buat keluarga juga Makanan cepat keluar setelah dipesan,positive
1164,no pdi,negative
1165,ketahanan pangan apapertanyaannya adakahknp setiap menjelangpuasa dan menjelang hari raya harga kebutuhan pokok kok selalu pada naik sdgkan di malaysia dan di negara yang penduduknya mayoritas islam kalo mau puasa dan hari raya harga kebutuhan bahan pokok justru pada lebih murahhanya di indonesia yang dijadikan tradisi harga kebutuhan pokok kalo menjelang puasa dan hari raya harga pada naik,negative
1166,solusinya bikin pupus organik cair,neutral
1167,Lelah dalam perjalanana yang lumayan jauh dari kota terbayar dengan suasana dan lezatnya hidangan disempurnakan dengan pelayanan yang ramah serta cepat dari pramusaji Jangan lupa pilih desert buah stroberi segar dihidangkan dengan susu coklat anda akan ketagihan,positive
1168,sda melimpah tapi generasinya memilih menjadi buruh,negative
1169,pak mentri jangan maunya murah terusbage mana nasib petani kalau beras murah terus pupuk mahal pestisida mahaltenaga kerja mahal sengsara petani hari ini pak mentri maunya murah terus,negative
1170,Sangat kecewa sekali karena liga champions tidak disiarkan di channel manapun baik channel lokal ataupun channel olahraganya Seharusnya kalian perjuangkan hak siar itu karena pelanggan sudah bayar mahal,negative
1171,negeri kita kayak akan kesuburan tanahkenapa kita tidak menggerakkan budi daya bertaniuntuk ketahanan pangan dalam negeri untuk generasi muda belajarlah untuk mengembangkan pertanian kita yuk kita bersama mendukung pertanian dinegara indonesia ini,positive
1172,Kami menjual kabel hdmi premium meter beli gratis di lapak Rich Com Store,neutral
1173,keluar saja dari kabinet urus itu kampanye anis nanti kalau anis menang jadi mentri lgngarep,negative
1174,pupuk subsidilangkadan pupuk non subsidi mahal pak,negative
1175,Baru pertama kali saya makan di warung ini Bukan konsep kafe atau resto tapi tampil dengan warung makan yang menyajikan makanan tradisional,neutral
1176,Tempat makan ini sebetulnya cukup menarik karena berbagai kuliner indonesia tersedia di tempat ini Namun sayang mungkin karena terlalu menarik jadi jumlah pengunjung rasanya melebihi kapasitas tempat yang tersedia jadi terkesan sesak,negative
1177,Bakpao ini sudah terkenal dari zaman dulu namun sampai sekarang masih banyak digemari karena rasanya yang khas,positive
1178,mentan ini kebalik balik di ekspor tapi didlm negeri malah mahal pupuk mahal enggak punya solusi imbasnya ongkos pertanian mahal tapi harganya anjlok kedelai sampai saat ini enggak mampu swsembadaakibatnya impor harganya mahal pakai limpo ini ngapaiin kerjanya sawit banyak diekspor migor dalam negeri langka,negative
1179,kunci dasar untuk succesnya pkpn pemerintah belum memahami secara utuh bagaimana ekomoni gotong itu dibangunjustru royong gotong yang sepihak dilkkn pemerintah bagaimana kita bisa sebagai negara produsen sementara kunci dasar nya mereka tidak peduli,negative
1180,Buat yang suka manis coba nasi ayam jamurnya Kalau tidak suka coba pilih nasi ikan asin Yang terkenal satenya disajikan di atas piring panas Pilihan lain yang banyak dipesan adalah tahu goreng,neutral
1181,inilah pejabat negara indonesiapejabat negarakalau berbicara kesopanan dan kata maniskata manis bagaikan gulapadahal pejabat negaramelakukan koruptor semuamemperkaya diri sendiri sendiri cn tanyakan presiden jokowi,negative
1182,harga pupuk non subsidi sudah mencapai ke,neutral
1183,Makan di resto mewah harga tentu saja mahal tapi rasanya payah sungguh menjengkelkan,negative
1184,segalabahan pangandari petanimusim ini gagaltotalmohon hati,negative
1185,Sebenarnya agak lucu juga sih ke bandung tapi kok makan pizza hut Hanya karena lagi ingin pizza Rasanya tidak berbeda dengan yang di Jakarta,neutral
1186,sangat ironiskeadaan petani paling sulit saat ini selain kondisi iklim yang pwnuh anomalijuga dikuranginya subsidi pupukbahkan pupuk subsidi menghilang dari kios resmi semoga mendapat perhatian pemerintah,negative
1187,indonesia siap siap makan ubi kayu dan btg pisang saja,neutral
1188,Suka banget dengan menu kentang panggangnya Untuk harga standar steak lah Rasa sebanding dengan harga Menurut saya suasana tempatnya cukup nyaman dan ada taman di bagian tengahnya Restoran yang wajib saya kunjungi kalau ke bandung lagi,positive
1189,pemerintahan jokowi telah beralih kepada batu bara dan nikel sebagai kebutuhan primer pengganti pangan,neutral
1190,gubolog di pelihara terus mengapai ketergantungan sama importhailand walaupun kecil tapi kebutuhan panganya dia mandirivietnam sama semuanya mandirilah indonesia lahan luas tapi masih imporkan guoblog satu lagi yang buat petani malas bertani merasa tidak di hargai dengan harga murah ketika panen para mafia impor bermain di pemerintahan,negative
1191,Saya sudah menjadi pelanggan madtari sejak tahun saat itu masih berupa warung tenda kecil yang sangat ramai malam hari Beberapa tahun silam menempati bangunan yang permanen sejak itu saya merasa kualitasnya agak menurun dibandingkan dengan saat di warung tenda Yang jelas harga naik cukup signifikan dibandingkan warung serupa mungkin lebih mahal,negative
1192,karena kita negra agraris harusnya kita mnggenjot infrastruktur pertanian wlu bagaimana pun urusan perut no sekarang terbukti dunia sdang krisis pangan bencana kelaparan di depan mata ini belum lagi geopolitik yang makin panas benar dunia menuju kebangkrutan,negative
1193,Cemburu itu rasanya tidak enak Cemburu itu makan hati Cemburu itu sakit kalau tidak diungkapkan,negative
1194,sekarang juga di siniberas naik terus harga nya biasa nya harga beras rbper liter sekarang naikrb,neutral
1195,Tempat tidurnya kotor bantalnya bau semua buat badan jadi gatal kayak banyak hewannya jadi tidak bisa tidur dengan nyenyak,negative
1196,impor pangan sampaitrilyun rupiah pertahun adalah bukti kegagalan pemerintah dalam hal swasembada panganberasgandumgulasusudaging dsb negara yang tidak mampu mandiri niscaya akan bangkrut suatu saatjgn lagi memakai falsafah alon alon asal kelakonjika tidak mau tergilas karena perubahan zaman begitu cepat,negative
1197,untuk itu mulai sekarang jadi kan negara kita lumpung pangan dunia,neutral
1198,Kamarnya bau rokok Seprai tidak diganti untuk tamu baru dan msih ada bekas abu rokoknya,negative
1199,lebih baik negeri ini di pandang kunotdk modernga ada pembangunantapi tidak kelaparanbaru menyadar sekarang kanpembangunan gilaan enggak ada artinyatanpa beras negeri ini mati kelaparan,negative
1200,Kuota jadi habis terkuras buat melihat foto foto yang cuma bikin saya iri makanan enak enak yang bikin ngiler,negative
1201,menteri pertaniannya korupsi padahal yang milihkan bapak,negative
1202,Menu favorit saya adalah sup daging dan minumannya es cingcau hitam Rasanya enak sangat rekomendasi,positive
1203,Disarankan jangan pergi ke sana ketika jam makan karena akan agak sulit untuk mencari tempat duduk,neutral
1204,makane petani digatek ke tapi pak bro,negative
1205,pemerintah harus mempunyai pt pertanian,neutral
1206,Makan di pinggir jalan makanannya tidak enak pelayanan tidak bagus harga mahal,negative
1207,indonesia juga enggak usah expor nikel bauksitbatubaraaspal semangat petani indonesia semoga semakin maju dengan adanya ini,positive
1208,Badan pemerintah satu ini harus dibubarkan karena selama ini kerjanya tidak ada arti sama sekali,negative
1209,Perjalanan malam ini sungguh melelahkan,negative
1210,lahan pertanian di alihfungsikan jadi area industrialterus petani dibiarkan merana dengan harga pupuk yang gilaan sudah begitu hasil pertanian dijual murah ke tengkulaklebih parahnya lagipetani enggak dibekali kemampuan up tapi date tentang meningkatkan mutu pertanian,negative
1211,Penasaran ke sini karena tiap melewati tol selalu melihat iklannya di jalan Pas ke sana ternyata tempatnya cenderung biasa saja Ke sana pas malam malam plus hujan juga jadi agak becek,negative
1212,selama ini dianggap lebih murah import pangan pertanianpun dibiarkan alakadarnya sejak dulu masalah kalo belum parah belum dijamah sebentar lagi banjir bandang juga tanah longsor akan datang pemerintah lebih mementingkan teknologi informasi dari pada menata tanah air beta yang merana,negative
1213,presiden e mengurusi partai saja tidak perhatian ke pertanian,negative
1214,ya ampun bapak jokowikan anda sendiri yang ac perumahan eco citytrus bapak meminta lahan pertanianmaunya apa sihkalimantan juga di jadikan kantor pemerintahsawah sawah di jateng berubah jadi perumahanliat deh wisata yang baru di bangunbangun wisata pakai lahan pertanianyg ac siapa wisata perumahan gedung yang memakai lahan pertanian rubuhkan jadikan lahan sawah lagijadi kerja jangan modal pidato doanklahan hijau di pakai untuk bangun perumahancek lah kasusnya pak,negative
